,Join
9294,118955
9295,118956
9296,118957
9297,118958
9298,108510
9299,111840
9300,103045
9301,108511
9302,118963
9303,118964
9304,118968
9305,118969
9306,118970
9307,118971
9308,118974
9309,118975
9310,113936
9311,48333
9312,104330
9313,113837
9314,103925
9315,60080
9316,103041
9317,113839
9318,113846
9319,113938
9320,113848
9321,116315
9322,112864
9323,112865
9324,113161
9325,112867
9326,112868
9327,112869
9328,112870
9329,112872
9330,112873
9331,112874
9332,112876
9333,112877
9334,112880
9335,112881
9336,112882
9337,112883
9338,112884
9339,112885
9340,112886
9341,115901
9342,115902
9343,2710
9344,99385
9345,104045
9346,114193
9347,112472
9348,95702
9349,102873
9350,102872
9351,102871
9352,92236
9353,102870
9354,114195
9355,112473
9356,95689
9357,102857
9358,102856
9359,112888
9360,112890
9361,112552
9362,112553
9363,118977
9364,118978
9365,118979
9366,118980
9367,118982
9368,118984
9369,118985
9370,118986
9371,63964
9372,63961
9373,108478
9374,104829
9375,112555
9376,101154
9377,103972
9378,92230
9379,104713
9380,110630
9381,110631
9382,99389
9383,99388
9384,118987
9385,110633
9386,110634
9387,110636
9388,110637
9389,108479
9390,118992
9391,118993
9392,112891
9393,112892
9394,112894
9395,112895
9396,112896
9397,112897
9398,118994
9399,112904
9400,112905
9401,112906
9402,112907
9403,118995
9404,118997
9405,118998
9406,99376
9407,103008
9408,102881
9409,103987
9410,104688
9411,101126
9412,93974
9413,95700
9414,104686
9415,101125
9416,112562
9417,187903
9418,104685
9419,95698
9420,114197
9421,103896
9422,112923
9423,112924
9424,112925
9425,112926
9426,112927
9427,112928
9428,112929
9429,113950
9430,104730
9431,101171
9432,104729
9433,94010
9434,104728
9435,105528
9436,113251
9437,99392
9438,101161
9439,95729
9440,101160
9441,105176
9442,110655
9443,105524
9444,110656
9445,105865
9446,117696
9447,105175
9448,95721
9449,101151
9450,110665
9451,101150
9452,101149
9453,99384
9454,93991
9455,92249
9456,101143
9457,27374
9458,114825
9459,110677
9460,110678
9461,101124
9462,104684
9463,104681
9464,99366
9465,93971
9466,110681
9467,110682
9468,110684
9469,110685
9470,110690
9471,110691
9472,27375
9473,27376
9474,114824
9475,108518
9476,117848
9477,119012
9478,119013
9479,119015
9480,119016
9481,110698
9482,110699
9483,110704
9484,110705
9485,110706
9486,110707
9487,27377
9488,110712
9489,27379
9490,110713
9491,113699
9492,27382
9493,92177
9494,104727
9495,102907
9496,27383
9497,101170
9498,101169
9499,32529
9500,116322
9501,32533
9502,27384
9503,27385
9504,27386
9505,117985
9506,119020
9507,119021
9508,119022
9509,119023
9510,119024
9511,119025
9512,119026
9513,119027
9514,110715
9515,104702
9516,101147
9517,104701
9518,95718
9519,117986
9520,114828
9521,111859
9522,25954
9523,25955
9524,119028
9525,119029
9526,119031
9527,119032
9528,119033
9529,119034
9530,119036
9531,119037
9532,119038
9533,119039
9534,114831
9535,111862
9536,111863
9537,111864
9538,111866
9539,104780
9540,110725
9541,110727
9542,104778
9543,110729
9544,104777
9545,101106
9546,101105
9547,101104
9548,95632
9549,102806
9550,97487
9551,110730
9552,110731
9553,110734
9554,110735
9555,110736
9556,110737
9557,110738
9558,119052
9559,119055
9560,119056
9561,119057
9562,13173
9563,19158
9564,14024
9565,94009
9566,99396
9567,102905
9568,94006
9569,97572
9570,119058
9571,7089
9572,119059
9573,119060
9574,119062
9575,12161
9576,19315
9577,17319
9578,19167
9579,12219
9580,963
9581,6385
9582,19998
9583,8878
9584,11611
9585,7092
9586,9028
9587,92252
9588,12220
9589,81083
9590,19943
9591,17260
9592,6236
9593,17320
9594,19147
9595,9644
9596,111869
9597,111870
9598,14729
9599,5975
9600,7090
9601,1711
9602,11484
9603,111874
9604,101122
9605,111875
9606,111876
9607,105300
9608,111877
9609,97529
9610,92229
9611,103437
9612,93970
9613,103920
9614,104680
9615,92218
9616,111881
9617,111882
9618,119063
9619,119064
9620,105263
9621,119065
9622,119067
9623,119193
9624,117987
9625,117988
9626,104034
9627,103136
9628,117989
9629,103135
9630,99783
9631,96187
9632,117990
9633,101603
9634,105151
9635,99780
9636,119068
9637,101602
9638,119070
9639,119075
9640,96183
9641,92670
9642,92669
9643,92668
9644,94410
9645,119076
9646,94373
9647,119077
9648,119078
9649,105114
9650,97935
9651,99752
9652,99751
9653,103302
9654,105113
9655,103301
9656,119079
9657,119080
9658,92629
9659,99750
9660,105111
9661,96156
9662,103300
9663,99749
9664,96155
9665,105110
9666,99747
9667,99746
9668,94371
9669,97934
9670,99740
9671,103292
9672,103291
9673,105107
9674,92620
9675,115915
9676,115917
9677,115919
9678,115921
9679,119091
9680,115922
9681,115923
9682,119093
9683,105101
9684,101553
9685,92619
9686,115924
9687,115925
9688,101551
9689,99732
9690,101550
9691,103284
9692,103282
9693,101549
9694,94360
9695,94359
9696,99731
9697,105096
9698,101547
9699,101545
9700,99695
9701,96112
9702,92565
9703,105051
9704,92564
9705,105049
9706,115929
9707,115931
9708,115933
9709,115935
9710,119094
9711,119095
9712,105216
9713,115937
9714,119100
9715,119102
9716,115938
9717,115939
9718,115940
9719,115942
9720,115943
9721,112932
9722,112933
9723,115957
9724,112934
9725,115944
9726,115958
9727,115960
9728,115945
9729,115946
9730,115947
9731,115948
9732,115949
9733,115978
9734,115967
9735,103268
9736,115968
9737,115969
9738,115961
9739,115963
9740,119111
9741,119112
9742,115979
9743,115980
9744,119115
9745,119116
9746,119107
9747,119108
9748,105085
9749,115970
9750,115964
9751,115973
9752,115981
9753,115982
9754,115987
9755,115989
9756,115965
9757,115966
9758,115975
9759,115950
9760,115952
9761,112935
9762,112936
9763,115983
9764,115991
9765,115992
9766,115976
9767,116000
9768,116001
9769,115993
9770,115994
9771,115995
9772,116002
9773,116004
9774,119125
9775,119126
9776,116005
9777,115998
9778,115999
9779,116006
9780,116007
9781,116010
9782,116011
9783,105064
9784,118670
9785,119130
9786,119131
9787,116012
9788,116013
9789,116017
9790,116019
9791,116014
9792,116015
9793,116016
9794,116021
9795,116022
9796,118671
9797,116023
9798,116024
9799,116034
9800,116025
9801,116026
9802,116027
9803,116028
9804,116035
9805,116031
9806,116032
9807,116033
9808,112938
9809,112939
9810,116040
9811,116041
9812,116042
9813,116045
9814,116046
9815,116043
9816,116044
9817,116047
9818,116048
9819,116050
9820,116051
9821,116055
9822,116056
9823,116057
9824,117991
9825,115954
9826,117992
9827,116058
9828,116059
9829,115955
9830,116061
9831,116062
9832,117993
9833,114209
9834,116063
9835,116064
9836,116065
9837,116068
9838,116069
9839,116070
9840,116074
9841,116075
9842,116076
9843,116077
9844,117994
9845,116078
9846,116079
9847,116085
9848,119135
9849,116086
9850,116087
9851,116080
9852,116082
9853,112942
9854,112943
9855,116083
9856,116084
9857,119136
9858,119138
9859,119140
9860,116088
9861,116089
9862,116090
9863,96419
9864,98229
9865,116092
9866,98228
9867,92903
9868,116093
9869,27435
9870,27436
9871,92902
9872,92901
9873,94638
9874,100022
9875,27437
9876,27439
9877,27440
9878,27441
9879,100021
9880,105422
9881,116094
9882,116095
9883,113852
9884,116096
9885,112945
9886,112946
9887,116098
9888,113853
9889,118091
9890,119151
9891,119152
9892,116100
9893,113856
9894,114053
9895,116101
9896,116102
9897,119169
9898,113857
9899,119170
9900,116103
9901,116104
9902,116106
9903,116109
9904,116110
9905,116111
9906,116112
9907,119160
9908,119162
9909,32643
9910,32644
9911,92628
9912,101559
9913,104658
9914,113860
9915,32645
9916,32647
9917,113861
9918,99745
9919,113862
9920,116113
9921,116115
9922,116116
9923,116117
9924,113863
9925,116118
9926,117996
9927,96148
9928,119172
9929,119173
9930,117997
9931,119174
9932,119176
9933,96110
9934,92560
9935,99693
9936,103226
9937,101511
9938,105047
9939,92559
9940,103225
9941,96109
9942,116121
9943,116122
9944,119177
9945,119178
9946,119188
9947,99424
9948,119190
9949,113875
9950,116123
9951,116124
9952,119191
9953,119179
9954,113876
9955,119180
9956,117032
9957,119182
9958,119183
9959,102161
9960,103245
9961,92591
9962,94337
9963,94336
9964,103577
9965,92908
9966,112949
9967,112950
9968,98233
9969,112953
9970,112954
9971,113878
9972,114212
9973,116130
9974,119197
9975,119199
9976,114213
9977,119200
9978,119202
9979,97985
9980,101619
9981,117801
9982,103345
9983,103333
9984,101605
9985,105152
9986,96186
9987,78647
9988,97974
9989,97975
9990,116131
9991,99782
9992,101604
9993,99779
9994,116132
9995,112955
9996,112958
9997,116133
9998,117998
9999,117999
10000,116136
10001,187907
10002,108446
10003,119219
10004,119221
10005,108448
10006,119222
10007,119223
10008,119225
10009,119227
10010,91489
10011,116148
10012,116150
10013,101203
10014,116152
10015,114101
10016,116153
10017,116154
10018,116155
10019,116156
10020,103470
10021,116157
10022,113466
10023,99931
10024,101360
10025,116137
10026,116158
10027,118001
10028,20213
10029,7323
10030,4616
10031,94878
10032,116163
10033,96029
10034,116160
10035,116162
10036,116138
10037,116139
10038,116164
10039,116165
10040,118003
10041,116140
10042,116168
10043,116169
10044,91447
10045,119229
10046,97881
10047,105045
10048,96108
10049,97905
10050,99420
10051,103252
10052,105073
10053,94344
10054,97904
10055,99709
10056,105072
10057,103251
10058,101529
10059,97903
10060,105074
10061,113884
10062,116142
10063,116145
10064,93160
10065,113885
10066,116146
10067,116172
10068,116173
10069,95935
10070,116166
10071,116174
10072,116175
10073,116167
10074,96701
10075,105068
10076,101874
10077,103576
10078,96421
10079,92905
10080,102846
10081,112959
10082,112961
10083,113888
10084,100311
10085,116184
10086,116185
10087,116187
10088,116177
10089,116178
10090,91837
10091,116179
10092,105421
10093,116180
10094,116181
10095,94614
10096,94613
10097,116182
10098,94612
10099,100724
10100,101838
10101,92873
10102,101839
10103,97520
10104,113889
10105,116191
10106,116192
10107,116193
10108,97167
10109,112966
10110,112967
10111,116197
10112,116198
10113,92208
10114,119243
10115,116199
10116,119244
10117,116208
10118,97128
10119,116209
10120,99781
10121,116200
10122,116201
10123,99546
10124,116210
10125,116211
10126,95324
10127,116188
10128,116189
10129,116190
10130,104951
10131,116202
10132,112968
10133,112969
10134,112970
10135,112971
10136,116203
10137,116204
10138,116205
10139,116206
10140,116207
10141,114215
10142,116212
10143,116213
10144,91883
10145,116214
10146,116224
10147,102937
10148,110794
10149,110796
10150,97197
10151,116225
10152,116216
10153,116218
10154,116226
10155,94032
10156,110797
10157,110798
10158,113471
10159,116220
10160,93570
10161,116221
10162,114216
10163,116227
10164,116228
10165,95772
10166,116229
10167,110799
10168,110800
10169,110801
10170,104225
10171,110802
10172,110803
10173,116230
10174,110806
10175,110807
10176,116231
10177,116242
10178,116243
10179,116232
10180,102500
10181,113473
10182,116233
10183,116235
10184,116236
10185,116250
10186,116252
10187,114217
10188,110813
10189,112972
10190,102508
10191,112974
10192,27465
10193,116254
10194,116255
10195,116257
10196,117862
10197,119253
10198,119254
10199,102472
10200,116264
10201,116265
10202,119255
10203,116266
10204,119256
10205,116268
10206,116270
10207,105044
10208,99692
10209,96107
10210,103110
10211,105042
10212,110821
10213,116272
10214,105071
10215,116274
10216,116275
10217,117863
10218,116276
10219,116278
10220,107629
10221,116281
10222,116283
10223,116285
10224,116286
10225,103575
10226,110837
10227,116292
10228,116293
10229,96420
10230,105425
10231,98232
10232,98231
10233,105424
10234,110840
10235,116294
10236,116295
10237,113479
10238,116296
10239,116297
10240,116303
10241,116304
10242,116306
10243,116298
10244,116299
10245,116300
10246,116301
10247,116302
10248,102513
10249,104252
10250,108537
10251,108538
10252,116309
10253,117865
10254,116310
10255,116311
10256,108546
10257,110844
10258,110849
10259,83769
10260,110851
10261,108550
10262,110853
10263,111779
10264,97971
10265,104873
10266,101601
10267,108551
10268,116317
10269,104338
10270,105149
10271,107632
10272,116318
10273,103296
10274,92621
10275,101555
10276,97930
10277,105106
10278,96147
10279,95833
10280,96144
10281,96146
10282,92679
10283,101554
10284,103290
10285,94361
10286,101667
10287,99736
10288,92701
10289,92616
10290,103929
10291,99735
10292,97929
10293,99734
10294,96143
10295,105099
10296,104349
10297,107633
10298,32789
10299,32791
10300,32792
10301,32793
10302,32794
10303,32795
10304,32796
10305,32797
10306,92566
10307,94308
10308,101513
10309,116323
10310,116324
10311,119262
10312,119263
10313,104314
10314,116328
10315,116331
10316,105041
10317,97880
10318,103223
10319,94307
10320,92598
10321,92597
10322,103090
10323,99706
10324,97900
10325,107634
10326,99705
10327,96124
10328,7364
10329,9983
10330,110870
10331,116333
10332,27466
10333,27467
10334,104234
10335,116334
10336,113491
10337,110871
10338,110880
10339,98986
10340,114222
10341,110883
10342,103872
10343,93632
10344,27474
10345,27475
10346,10121
10347,12634
10348,93618
10349,94201
10350,98998
10351,116335
10352,108561
10353,116337
10354,103133
10355,95932
10356,95999
10357,95998
10358,99607
10359,94189
10360,97174
10361,104926
10362,112981
10363,112982
10364,112983
10365,103088
10366,112984
10367,104334
10368,101389
10369,99566
10370,104957
10371,100633
10372,119265
10373,119267
10374,103155
10375,101748
10376,94192
10377,97797
10378,97088
10379,27482
10380,112985
10381,112987
10382,103131
10383,106694
10384,97165
10385,94188
10386,108563
10387,104923
10388,99348
10389,106574
10390,102560
10391,108564
10392,119269
10393,99617
10394,103162
10395,119271
10396,107483
10397,119272
10398,102569
10399,119273
10400,108565
10401,114228
10402,119278
10403,119283
10404,119288
10405,107748
10406,119292
10407,108568
10408,119294
10409,27487
10410,27489
10411,96032
10412,107721
10413,100563
10414,112988
10415,112989
10416,108569
10417,114229
10418,108570
10419,104242
10420,107052
10421,119302
10422,119303
10423,107498
10424,119312
10425,108572
10426,119314
10427,108573
10428,106149
10429,108575
10430,116340
10431,116341
10432,116343
10433,104807
10434,116344
10435,108576
10436,29866
10437,107637
10438,104783
10439,116345
10440,102666
10441,113493
10442,103899
10443,103910
10444,102668
10445,112990
10446,112991
10447,104750
10448,105987
10449,112993
10450,112994
10451,112995
10452,112996
10453,104590
10454,112997
10455,112998
10456,110975
10457,103220
10458,94303
10459,97878
10460,105038
10461,103219
10462,103218
10463,92594
10464,94342
10465,94341
10466,96123
10467,103248
10468,94340
10469,99704
10470,105069
10471,97898
10472,103246
10473,101524
10474,94330
10475,97896
10476,94329
10477,99703
10478,110982
10479,110983
10480,113001
10481,118007
10482,83840
10483,62116
10484,62110
10485,69662
10486,118989
10487,116346
10488,116347
10489,116348
10490,116349
10491,83856
10492,83861
10493,83865
10494,112367
10495,114239
10496,83886
10497,83888
10498,83889
10499,83890
10500,83891
10501,108785
10502,108786
10503,108787
10504,83904
10505,116355
10506,108788
10507,98892
10508,102941
10509,104149
10510,104666
10511,97512
10512,100596
10513,109088
10514,109089
10515,109090
10516,109094
10517,118008
10518,112361
10519,118009
10520,118010
10521,118012
10522,112362
10523,32890
10524,32891
10525,32892
10526,32893
10527,32896
10528,32897
10529,32898
10530,32899
10531,32900
10532,32902
10533,32904
10534,32905
10535,32906
10536,32907
10537,32908
10538,32909
10539,32910
10540,32911
10541,32912
10542,32913
10543,100241
10544,41421
10545,51663
10546,63286
10547,49105
10548,81125
10549,81126
10550,83934
10551,116356
10552,116357
10553,116358
10554,116359
10555,116360
10556,116361
10557,116362
10558,116363
10559,116364
10560,116365
10561,32938
10562,32939
10563,32942
10564,32943
10565,57683
10566,108488
10567,119322
10568,119323
10569,118006
10570,94232
10571,103163
10572,93327
10573,96041
10574,102323
10575,96040
10576,104966
10577,102286
10578,91615
10579,101452
10580,103415
10581,32950
10582,32951
10583,32952
10584,32953
10585,94238
10586,98794
10587,103414
10588,111181
10589,111182
10590,95994
10591,100549
10592,97795
10593,93905
10594,116369
10595,102464
10596,116370
10597,104303
10598,103181
10599,104294
10600,116371
10601,97125
10602,94235
10603,104320
10604,116372
10605,100644
10606,94236
10607,116373
10608,93584
10609,92530
10610,116374
10611,92477
10612,111184
10613,111185
10614,119325
10615,101456
10616,91869
10617,99606
10618,94191
10619,104928
10620,145852
10621,104925
10622,104209
10623,95380
10624,111186
10625,97119
10626,96054
10627,102519
10628,104924
10629,111187
10630,116378
10631,95224
10632,116379
10633,92476
10634,116380
10635,102396
10636,97793
10637,116384
10638,116385
10639,91722
10640,97794
10641,116386
10642,69119
10643,65290
10644,96045
10645,116387
10646,116388
10647,83940
10648,83941
10649,116391
10650,116392
10651,116393
10652,116394
10653,108583
10654,111901
10655,116395
10656,116396
10657,116399
10658,116400
10659,116401
10660,116406
10661,116407
10662,116408
10663,111902
10664,116410
10665,116411
10666,116412
10667,116413
10668,116414
10669,111241
10670,111243
10671,111245
10672,111246
10673,116417
10674,113005
10675,113010
10676,113011
10677,113012
10678,116419
10679,116420
10680,116421
10681,111903
10682,104601
10683,116422
10684,116423
10685,116424
10686,116425
10687,116428
10688,116429
10689,116430
10690,116431
10691,116434
10692,116435
10693,116436
10694,116437
10695,116438
10696,94328
10697,105067
10698,103243
10699,116439
10700,116440
10701,116441
10702,105174
10703,116442
10704,116443
10705,116444
10706,116445
10707,105935
10708,101622
10709,99801
10710,119329
10711,119330
10712,119331
10713,119332
10714,119333
10715,119334
10716,119335
10717,109102
10718,109103
10719,113013
10720,46019
10721,46018
10722,57679
10723,42255
10724,65383
10725,53859
10726,119338
10727,53858
10728,49904
10729,42228
10730,53813
10731,119341
10732,119342
10733,119343
10734,119344
10735,119345
10736,119346
10737,119351
10738,119352
10739,119354
10740,119355
10741,119356
10742,119357
10743,94363
10744,103287
10745,96142
10746,103286
10747,113014
10748,119358
10749,119359
10750,113015
10751,113016
10752,107649
10753,113017
10754,111904
10755,111906
10756,111585
10757,118097
10758,101903
10759,111912
10760,111917
10761,111908
10762,81134
10763,81135
10764,111909
10765,118098
10766,111919
10767,111926
10768,101029
10769,107651
10770,118099
10771,103606
10772,100062
10773,103609
10774,111928
10775,111929
10776,111910
10777,111270
10778,111911
10779,119360
10780,105243
10781,111930
10782,119361
10783,119362
10784,119363
10785,111931
10786,111932
10787,111933
10788,111273
10789,119364
10790,119366
10791,119367
10792,119368
10793,111934
10794,111935
10795,116454
10796,171650
10797,116457
10798,116458
10799,119369
10800,119370
10801,107659
10802,119373
10803,119374
10804,119375
10805,119378
10806,101655
10807,107658
10808,101873
10809,101871
10810,98227
10811,100020
10812,101869
10813,119381
10814,119382
10815,119383
10816,119384
10817,119385
10818,119386
10819,81144
10820,119387
10821,111936
10822,111937
10823,119390
10824,119391
10825,119392
10826,111938
10827,119393
10828,119394
10829,119395
10830,119396
10831,111939
10832,119397
10833,119400
10834,119401
10835,111940
10836,119402
10837,119403
10838,111941
10839,118105
10840,103289
10841,118508
10842,118106
10843,116244
10844,118509
10845,113993
10846,116249
10847,105429
10848,103574
10849,113995
10850,117439
10851,78725
10852,78726
10853,78727
10854,78730
10855,78731
10856,78732
10857,78733
10858,78734
10859,78735
10860,78736
10861,117441
10862,116460
10863,116462
10864,187174
10865,116464
10866,116465
10867,116466
10868,116467
10869,116473
10870,116474
10871,116468
10872,117443
10873,116469
10874,116470
10875,116471
10876,105208
10877,116472
10878,104212
10879,116475
10880,116476
10881,116477
10882,104933
10883,118015
10884,118107
10885,104196
10886,116492
10887,116495
10888,116496
10889,116497
10890,116498
10891,116499
10892,116500
10893,116504
10894,116478
10895,116501
10896,116502
10897,108521
10898,116511
10899,116503
10900,116515
10901,116516
10902,116479
10903,116480
10904,116512
10905,116513
10906,116505
10907,116506
10908,116481
10909,116483
10910,111307
10911,111308
10912,111309
10913,111310
10914,111311
10915,116489
10916,116490
10917,116507
10918,111313
10919,116509
10920,111314
10921,111315
10922,111316
10923,111317
10924,116518
10925,111318
10926,116519
10927,20052
10928,20051
10929,7143
10930,111319
10931,111320
10932,111321
10933,111322
10934,116520
10935,116521
10936,118016
10937,116522
10938,116524
10939,4452
10940,11452
10941,116525
10942,116526
10943,118017
10944,118110
10945,116527
10946,111325
10947,111326
10948,116528
10949,118018
10950,111327
10951,7221
10952,3772
10953,116529
10954,116530
10955,111330
10956,111331
10957,116534
10958,116535
10959,116536
10960,116555
10961,114003
10962,116546
10963,116547
10964,116556
10965,116557
10966,111336
10967,111337
10968,116558
10969,116559
10970,116560
10971,116561
10972,116562
10973,91217
10974,116563
10975,93907
10976,100045
10977,116531
10978,97464
10979,93909
10980,116532
10981,98126
10982,98125
10983,101747
10984,103467
10985,116533
10986,116564
10987,116565
10988,116566
10989,101027
10990,116568
10991,116538
10992,116539
10993,116540
10994,116569
10995,116570
10996,116571
10997,98261
10998,91219
10999,96454
11000,94653
11001,103594
11002,103595
11003,98262
11004,101895
11005,98263
11006,108500
11007,116544
11008,116545
11009,116549
11010,116550
11011,116551
11012,116553
11013,96455
11014,116554
11015,116572
11016,116573
11017,116574
11018,116575
11019,116576
11020,116578
11021,111339
11022,111344
11023,116579
11024,116580
11025,116581
11026,116582
11027,108501
11028,118510
11029,92150
11030,99098
11031,99284
11032,116583
11033,116584
11034,116585
11035,117451
11036,116586
11037,116587
11038,116588
11039,107662
11040,118511
11041,116590
11042,108502
11043,116592
11044,116594
11045,105198
11046,116595
11047,116596
11048,116597
11049,118019
11050,99829
11051,116598
11052,116599
11053,116589
11054,118022
11055,107664
11056,116600
11057,116601
11058,108503
11059,102346
11060,111363
11061,116606
11062,116607
11063,103617
11064,100085
11065,118023
11066,118024
11067,116608
11068,116609
11069,116610
11070,116604
11071,116611
11072,116602
11073,116603
11074,103157
11075,116614
11076,116612
11077,116613
11078,102400
11079,116615
11080,116616
11081,118112
11082,116623
11083,116624
11084,116617
11085,116618
11086,116631
11087,103633
11088,116642
11089,116633
11090,116635
11091,116643
11092,116644
11093,27581
11094,116619
11095,116621
11096,116622
11097,116645
11098,116646
11099,116647
11100,118026
11101,116651
11102,103907
11103,103500
11104,116637
11105,116654
11106,116656
11107,116639
11108,116640
11109,116625
11110,116626
11111,116658
11112,118028
11113,116659
11114,116660
11115,118030
11116,116627
11117,116628
11118,116630
11119,116648
11120,117456
11121,116649
11122,116650
11123,116661
11124,116664
11125,116665
11126,116667
11127,116668
11128,116669
11129,116670
11130,116671
11131,116672
11132,117457
11133,108606
11134,116673
11135,116676
11136,116674
11137,116675
11138,116677
11139,116678
11140,116679
11141,116680
11142,116681
11143,116682
11144,116683
11145,116685
11146,116687
11147,116690
11148,118031
11149,116692
11150,116695
11151,118032
11152,104674
11153,118033
11154,118034
11155,96363
11156,94577
11157,93828
11158,94553
11159,99937
11160,99936
11161,96324
11162,99938
11163,94552
11164,98137
11165,101756
11166,103483
11167,102733
11168,104869
11169,105313
11170,118035
11171,103070
11172,118036
11173,97411
11174,95913
11175,104949
11176,104906
11177,109278
11178,116697
11179,116698
11180,116699
11181,116700
11182,96030
11183,116701
11184,116702
11185,97392
11186,112384
11187,101428
11188,104566
11189,99553
11190,118123
11191,99852
11192,101703
11193,101702
11194,98079
11195,92774
11196,99889
11197,105251
11198,118037
11199,118038
11200,118040
11201,102700
11202,81208
11203,104956
11204,104262
11205,107668
11206,112515
11207,103091
11208,112517
11209,107669
11210,113027
11211,113028
11212,113029
11213,113030
11214,113031
11215,113032
11216,113033
11217,108612
11218,108613
11219,107670
11220,102701
11221,104231
11222,108615
11223,108616
11224,99243
11225,111431
11226,107672
11227,111435
11228,112448
11229,112449
11230,100784
11231,105273
11232,102476
11233,107673
11234,102133
11235,109279
11236,92715
11237,98009
11238,94443
11239,109280
11240,116708
11241,116709
11242,116710
11243,118115
11244,105272
11245,116712
11246,116713
11247,107675
11248,116716
11249,116717
11250,103493
11251,101771
11252,92820
11253,92819
11254,167648
11255,107676
11256,104940
11257,103337
11258,116715
11259,118131
11260,116718
11261,116719
11262,116720
11263,105258
11264,116721
11265,105257
11266,106031
11267,118046
11268,106022
11269,116722
11270,116723
11271,118047
11272,118132
11273,106012
11274,106010
11275,118048
11276,106008
11277,118049
11278,106002
11279,99588
11280,103100
11281,106000
11282,93471
11283,99224
11284,94536
11285,103377
11286,105996
11287,97901
11288,116724
11289,116725
11290,105070
11291,105178
11292,104352
11293,103350
11294,100787
11295,101659
11296,91929
11297,116726
11298,116727
11299,97959
11300,97269
11301,111443
11302,111447
11303,111449
11304,111451
11305,105315
11306,116735
11307,116728
11308,116729
11309,116730
11310,108625
11311,108627
11312,116731
11313,116732
11314,116741
11315,116742
11316,116743
11317,24744
11318,24745
11319,116736
11320,116737
11321,116738
11322,105196
11323,105104
11324,112612
11325,112452
11326,112614
11327,112453
11328,24747
11329,24748
11330,118134
11331,99940
11332,96326
11333,101758
11334,98145
11335,98144
11336,116739
11337,116740
11338,99699
11339,99742
11340,116744
11341,116745
11342,116746
11343,116747
11344,116749
11345,112457
11346,113034
11347,113035
11348,116750
11349,112458
11350,104909
11351,113036
11352,113037
11353,116751
11354,116756
11355,113038
11356,108637
11357,113039
11358,116757
11359,116758
11360,116759
11361,116760
11362,116761
11363,113041
11364,113042
11365,113043
11366,113044
11367,113045
11368,113046
11369,113516
11370,113048
11371,101973
11372,113049
11373,113050
11374,116763
11375,116752
11376,116753
11377,116764
11378,113053
11379,113054
11380,27594
11381,27595
11382,27596
11383,27597
11384,27598
11385,27601
11386,27602
11387,27603
11388,27604
11389,27605
11390,101985
11391,116766
11392,27607
11393,27608
11394,101984
11395,103369
11396,92714
11397,116767
11398,92713
11399,94442
11400,27614
11401,27615
11402,92712
11403,103541
11404,104932
11405,94609
11406,105382
11407,105860
11408,116768
11409,116769
11410,116770
11411,103391
11412,103442
11413,94569
11414,108638
11415,108641
11416,108642
11417,108644
11418,116771
11419,116772
11420,116773
11421,93921
11422,103479
11423,96325
11424,116774
11425,116775
11426,116776
11427,116777
11428,116778
11429,116779
11430,108645
11431,108646
11432,116780
11433,116781
11434,116782
11435,116783
11436,108647
11437,108649
11438,116784
11439,102562
11440,116785
11441,116787
11442,116788
11443,103074
11444,102452
11445,113518
11446,116789
11447,116790
11448,101415
11449,104210
11450,116791
11451,116792
11452,24765
11453,24767
11454,24768
11455,24769
11456,116793
11457,116794
11458,116795
11459,116797
11460,116798
11461,116802
11462,116803
11463,102467
11464,116805
11465,92827
11466,116799
11467,116800
11468,104532
11469,113055
11470,113056
11471,116801
11472,116818
11473,103346
11474,104670
11475,116819
11476,113058
11477,100952
11478,113060
11479,101183
11480,104663
11481,105274
11482,94582
11483,94581
11484,99984
11485,105346
11486,103513
11487,101797
11488,105345
11489,94580
11490,99981
11491,98166
11492,104256
11493,116821
11494,104255
11495,116822
11496,116823
11497,27630
11498,104903
11499,101065
11500,102528
11501,116824
11502,116825
11503,116826
11504,104134
11505,116827
11506,102578
11507,101533
11508,116828
11509,116829
11510,116806
11511,104211
11512,116808
11513,30346
11514,101337
11515,115926
11516,98945
11517,104232
11518,116811
11519,100131
11520,95712
11521,104254
11522,115927
11523,116812
11524,116814
11525,99005
11526,118431
11527,115928
11528,94234
11529,116815
11530,116816
11531,116817
11532,104331
11533,116830
11534,116832
11535,116833
11536,116834
11537,101432
11538,103198
11539,103129
11540,101388
11541,116835
11542,116837
11543,116838
11544,116840
11545,116841
11546,101805
11547,116842
11548,116844
11549,116845
11550,116846
11551,116848
11552,113192
11553,116849
11554,116850
11555,116851
11556,116852
11557,118058
11558,118059
11559,119231
11560,103681
11561,105797
11562,92711
11563,116853
11564,116854
11565,103682
11566,105782
11567,116855
11568,116856
11569,116869
11570,116870
11571,116871
11572,116872
11573,116873
11574,116877
11575,116878
11576,116879
11577,116880
11578,116881
11579,116882
11580,27635
11581,116857
11582,30376
11583,30377
11584,116859
11585,116860
11586,92826
11587,119235
11588,104321
11589,105322
11590,105770
11591,113064
11592,103707
11593,105801
11594,116883
11595,116884
11596,113065
11597,113066
11598,114912
11599,116861
11600,116862
11601,116885
11602,116886
11603,116887
11604,116888
11605,116889
11606,116891
11607,116892
11608,116893
11609,12307
11610,20007
11611,116894
11612,116895
11613,119236
11614,116896
11615,116897
11616,116898
11617,116863
11618,116899
11619,116902
11620,116903
11621,116864
11622,116865
11623,116904
11624,116905
11625,116906
